player_id,player_name,player_url,team_code,season,number,pos,height,weight,birth_date,experience,college
caldwma01w,Maya Caldwell,https://www.basketball-reference.com/wnba/players/c/caldwma01w.html,ATL,2025,33,G,5-11,159,"December 15, 1998",3,Georgia
canadjo01w,Jordin Canada,https://www.basketball-reference.com/wnba/players/c/canadjo01w.html,ATL,2025,3,G,5-6,135,"August 11, 1995",7,UCLA
coffeni01w,Nia Coffey,https://www.basketball-reference.com/wnba/players/c/coffeni01w.html,ATL,2025,12,F,6-1,177,"June 11, 1995",8,Northwestern
grayal01w,Allisha Gray,https://www.basketball-reference.com/wnba/players/g/grayal01w.html,ATL,2025,15,G,6-0,167,"January 12, 1995",8,"UNC, South Carolina"
grinebr01w,Brittney Griner,https://www.basketball-reference.com/wnba/players/g/grinebr01w.html,ATL,2025,42,C,6-9,219,"October 18, 1990",11,Baylor
hillmna01w,Naz Hillmon,https://www.basketball-reference.com/wnba/players/h/hillmna01w.html,ATL,2025,00,F,6-2,190,"April 5, 2000",3,Michigan
howarrh01w,Rhyne Howard,https://www.basketball-reference.com/wnba/players/h/howarrh01w.html,ATL,2025,10,G,6-2,175,"April 29, 2000",3,Kentucky
jonesbr01w,Brionna Jones,https://www.basketball-reference.com/wnba/players/j/jonesbr01w.html,ATL,2025,24,F,6-3,215,"December 18, 1995",8,Maryland
konesi01w,Sika Koné,https://www.basketball-reference.com/wnba/players/k/konesi01w.html,ATL,2025,23,F,6-3,180,"July 13, 2002",2,
paopate01w,Te-Hina PaoPao,https://www.basketball-reference.com/wnba/players/p/paopate01w.html,ATL,2025,2,G,5-9,,"August 21, 2002",R,"Oregon, South Carolina"
smallka01w,Kamiah Smalls,https://www.basketball-reference.com/wnba/players/s/smallka01w.html,ATL,2025,1,G,5-10,161,"April 17, 1998",2,James Madison University
thierta01w,Taylor Thierry,https://www.basketball-reference.com/wnba/players/t/thierta01w.html,ATL,2025,5,G-F,6-1,,"January 8, 2003",R,Ohio State
walkesh01w,Shatori Walker-Kimbrough,https://www.basketball-reference.com/wnba/players/w/walkesh01w.html,ATL,2025,32,G,5-9,140,"May 18, 1995",8,Maryland
allenre01w,Rebecca Allen,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,CHI,2025,9,F-G,6-2,162,"November 6, 1992",9,
atkinar01w,Ariel Atkins,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,CHI,2025,7,G,5-10,167,"July 30, 1996",7,Texas
banhara01w,Rachel Banham,https://www.basketball-reference.com/wnba/players/b/banhara01w.html,CHI,2025,24,G,5-10,181,"July 15, 1993",9,Minnesota
cardoka01w,Kamilla Cardoso,https://www.basketball-reference.com/wnba/players/c/cardoka01w.html,CHI,2025,10,C,6-7,215,"April 30, 2001",1,"Syracuse, South Carolina"
davisma05w,Marquesha Davis,https://www.basketball-reference.com/wnba/players/d/davisma05w.html,CHI,2025,,G,6-0,,"May 29, 2001",1,"Arkansas, Ole Miss"
jeffemo01w,Moriah Jefferson,https://www.basketball-reference.com/wnba/players/j/jeffemo01w.html,CHI,2025,4,G,5-6,130,"March 8, 1994",8,UConn
nurseki01w,Kia Nurse,https://www.basketball-reference.com/wnba/players/n/nurseki01w.html,CHI,2025,11,G,6-0,195,"February 22, 1996",6,UConn
onyenmi01w,Michaela Onyenwere,https://www.basketball-reference.com/wnba/players/o/onyenmi01w.html,CHI,2025,12,F,6-0,202,"August 10, 1999",4,UCLA
reesean01w,Angel Reese,https://www.basketball-reference.com/wnba/players/r/reesean01w.html,CHI,2025,5,F,6-4,165,"May 6, 2002",1,"Maryland, LSU"
uzunse01w,Sevgi Uzun,https://www.basketball-reference.com/wnba/players/u/uzunse01w.html,CHI,2025,10,G,5-10,141,"November 25, 1997",1,
vandeco01w,Courtney Vandersloot,https://www.basketball-reference.com/wnba/players/v/vandeco01w.html,CHI,2025,22,G,5-8,137,"February 8, 1989",14,Gonzaga
vanliha01w,Hailey Van Lith,https://www.basketball-reference.com/wnba/players/v/vanliha01w.html,CHI,2025,2,G,5-9,157,"September 9, 2001",R,"Louisville, LSU, TCU"
westbma01w,Maddy Westbeld,https://www.basketball-reference.com/wnba/players/w/westbma01w.html,CHI,2025,21,F,6-3,,"February 10, 2002",R,Notre Dame
williel01w,Elizabeth Williams,https://www.basketball-reference.com/wnba/players/w/williel01w.html,CHI,2025,1,C-F,6-3,200,"June 23, 1993",10,Duke
allenli01w,Lindsay Allen,https://www.basketball-reference.com/wnba/players/a/allenli01w.html,CON,2025,15,G,5-8,145,"March 20, 1995",7,Notre Dame
brownja06w,Jaelyn Brown,https://www.basketball-reference.com/wnba/players/b/brownja06w.html,CON,2025,18,G-F,6-1,170,"October 12, 1998",1,California
charlti01w,Tina Charles,https://www.basketball-reference.com/wnba/players/c/charlti01w.html,CON,2025,31,C,6-4,192,"December 5, 1988",13,UConn
diabyka01w,Kariata Diaby,https://www.basketball-reference.com/wnba/players/d/diabyka01w.html,CON,2025,23,C,6-4,,"June 29, 1995",R,
edwaraa01w,Aaliyah Edwards,https://www.basketball-reference.com/wnba/players/e/edwaraa01w.html,CON,2025,8,F,6-3,206,"July 9, 2002",1,UConn
hartlbr01w,Bria Hartley,https://www.basketball-reference.com/wnba/players/h/hartlbr01w.html,CON,2025,14,G,5-9,163,"September 30, 1992",9,UConn
lacanle01w,Leïla Lacan,https://www.basketball-reference.com/wnba/players/l/lacanle01w.html,CON,2025,47,G,5-11,,"June 2, 2004",R,
mabrema01w,Marina Mabrey,https://www.basketball-reference.com/wnba/players/m/mabrema01w.html,CON,2025,3,G,6-1,186,"September 14, 1996",6,Notre Dame
marshra02w,Rayah Marshall,https://www.basketball-reference.com/wnba/players/m/marshra02w.html,CON,2025,13,C-F,6-4,,"November 15, 2003",R,USC
morroan02w,Aneesah Morrow,https://www.basketball-reference.com/wnba/players/m/morroan02w.html,CON,2025,24,F,6-1,178,"February 2, 2003",R,"DePaul, LSU"
nelsool01w,Olivia Nelson-Ododa,https://www.basketball-reference.com/wnba/players/n/nelsool01w.html,CON,2025,10,C,6-5,179,"August 17, 2000",3,UConn
parksro01w,Robyn Parks,https://www.basketball-reference.com/wnba/players/p/parksro01w.html,CON,2025,21,F,6-1,170,"July 19, 1992",1,VCU
peterha01w,Haley Peters,https://www.basketball-reference.com/wnba/players/p/peterha01w.html,CON,2025,7,F-G,6-3,178,"September 17, 1992",3,Duke
riversa01w,Saniya Rivers,https://www.basketball-reference.com/wnba/players/r/riversa01w.html,CON,2025,22,G,6-1,159,"March 4, 2003",R,"South Carolina, NC State"
sheldja01w,Jacy Sheldon,https://www.basketball-reference.com/wnba/players/s/sheldja01w.html,CON,2025,4,G,5-10,140,"August 23, 2000",1,Ohio State
tourma01w,Mamignan Touré,https://www.basketball-reference.com/wnba/players/t/tourma01w.html,CON,2025,28,G,6-0,,"December 19, 1994",R,
bergegr01w,Grace Berger,https://www.basketball-reference.com/wnba/players/b/bergegr01w.html,DAL,2025,34,G,5-11,163,"June 3, 1999",2,Indiana
bueckpa01w,Paige Bueckers,https://www.basketball-reference.com/wnba/players/b/bueckpa01w.html,DAL,2025,5,G,6-0,,"October 20, 2001",R,UConn
carridi01w,DiJonai Carrington,https://www.basketball-reference.com/wnba/players/c/carridi01w.html,DAL,2025,21,G-F,5-11,175,"January 8, 1998",4,"Stanford, Baylor"
charlka01w,Kaila Charles,https://www.basketball-reference.com/wnba/players/c/charlka01w.html,DAL,2025,3,G-F,6-1,168,"March 23, 1998",4,Maryland
geiselu01w,Luisa Geiselsöder,https://www.basketball-reference.com/wnba/players/g/geiselu01w.html,DAL,2025,18,C,6-4,204,"February 10, 2000",R,
harrity01w,Tyasha Harris,https://www.basketball-reference.com/wnba/players/h/harrity01w.html,DAL,2025,52,G,5-10,164,"May 1, 1998",5,South Carolina
hinesmy01w,Myisha Hines-Allen,https://www.basketball-reference.com/wnba/players/h/hinesmy01w.html,DAL,2025,2,F,6-2,200,"May 30, 1995",7,Louisville
jamesaz01w,Aziaha James,https://www.basketball-reference.com/wnba/players/j/jamesaz01w.html,DAL,2025,10,G,5-10,,"November 19, 2002",R,NC State
jonesha01w,Haley Jones,https://www.basketball-reference.com/wnba/players/j/jonesha01w.html,DAL,2025,30,F-G,6-1,202,"May 23, 2001",2,Stanford
kingli01w,Liatu King,https://www.basketball-reference.com/wnba/players/k/kingli01w.html,DAL,2025,,F,5-11,178,"February 10, 2002",R,"Pitt, Notre Dame"
mccowte01w,Teaira McCowan,https://www.basketball-reference.com/wnba/players/m/mccowte01w.html,DAL,2025,15,C,6-7,239,"September 28, 1996",6,Mississippi State
milledi03w,Diamond Miller,https://www.basketball-reference.com/wnba/players/m/milledi03w.html,DAL,2025,1,F,6-1,178,"February 11, 2001",2,Maryland
ogunbar01w,Arike Ogunbowale,https://www.basketball-reference.com/wnba/players/o/ogunbar01w.html,DAL,2025,24,G,5-8,165,"March 2, 1997",6,Notre Dame
okonkam01w,Amy Okonkwo,https://www.basketball-reference.com/wnba/players/o/okonkam01w.html,DAL,2025,0,F,6-2,,"August 26, 1996",R,"USC, TCU"
pettyaj01w,Ajae Petty,https://www.basketball-reference.com/wnba/players/p/pettyaj01w.html,DAL,2025,5,F,6-2,190,"September 4, 2002",R,"LSU, Kentucky, Ohio State"
quinejj01w,JJ Quinerly,https://www.basketball-reference.com/wnba/players/q/quinejj01w.html,DAL,2025,11,G,5-8,,"October 24, 2002",R,West Virginia
siegrma01w,Maddy Siegrist,https://www.basketball-reference.com/wnba/players/s/siegrma01w.html,DAL,2025,20,F,6-2,175,"May 22, 2000",2,Villanova
smithna01w,NaLyssa Smith,https://www.basketball-reference.com/wnba/players/s/smithna01w.html,DAL,2025,1,F,6-4,185,"August 8, 2000",3,Baylor
sundese01w,Serena Sundell,https://www.basketball-reference.com/wnba/players/s/sundese01w.html,DAL,2025,2,G,6-1,,"August 29, 2002",R,Kansas State
willich01w,Christyn Williams,https://www.basketball-reference.com/wnba/players/w/willich01w.html,DAL,2025,31,G,5-11,166,"May 20, 2000",R,UConn
yueruli01w,Li Yueru,https://www.basketball-reference.com/wnba/players/y/yueruli01w.html,DAL,2025,28,C,6-7,,"March 28, 1999",2,
amihela01w,Laeticia Amihere,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,GSV,2025,3,F,6-3,185,"July 10, 2001",2,South Carolina
bibbych01w,Chloe Bibby,https://www.basketball-reference.com/wnba/players/b/bibbych01w.html,GSV,2025,55,F,6-2,194,"June 15, 1998",R,"Mississippi State, Maryland"
billimo01w,Monique Billings,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,GSV,2025,25,F,6-4,190,"May 2, 1996",7,UCLA
burtove01w,Veronica Burton,https://www.basketball-reference.com/wnba/players/b/burtove01w.html,GSV,2025,22,G,5-9,155,"July 12, 2000",3,Northwestern
charlka01w,Kaila Charles,https://www.basketball-reference.com/wnba/players/c/charlka01w.html,GSV,2025,6,G-F,6-1,168,"March 23, 1998",4,Maryland
chenka01w,Kaitlyn Chen,https://www.basketball-reference.com/wnba/players/c/chenka01w.html,GSV,2025,2,G,5-9,,"February 22, 2002",R,"Princeton, UConn"
fagbete01w,Temi Fagbenle,https://www.basketball-reference.com/wnba/players/f/fagbete01w.html,GSV,2025,14,C,6-5,180,"September 8, 1992",4,"Harvard University, USC"
hallbr01w,Bree Hall,https://www.basketball-reference.com/wnba/players/h/hallbr01w.html,GSV,2025,21,G,6-1,161,"June 28, 2003",R,South Carolina
hayesti01w,Tiffany Hayes,https://www.basketball-reference.com/wnba/players/h/hayesti01w.html,GSV,2025,15,G,5-10,155,"September 20, 1989",12,UConn
leiteca01w,Carla Leite,https://www.basketball-reference.com/wnba/players/l/leiteca01w.html,GSV,2025,0,G,5-9,151,"April 16, 2004",R,
linskky01w,Kyara Linskens,https://www.basketball-reference.com/wnba/players/l/linskky01w.html,GSV,2025,31,C,6-4,209,"November 13, 1996",R,
martika01w,Kate Martin,https://www.basketball-reference.com/wnba/players/m/martika01w.html,GSV,2025,20,G,6-0,172,"June 5, 2000",1,Iowa
powerae01w,Aerial Powers,https://www.basketball-reference.com/wnba/players/p/powerae01w.html,GSV,2025,23,G,5-11,170,"January 17, 1994",9,Michigan State
ruperil01w,Iliana Rupert,https://www.basketball-reference.com/wnba/players/r/ruperil01w.html,GSV,2025,12,C,6-4,189,"July 12, 2001",2,
salauja01w,Janelle Salaün,https://www.basketball-reference.com/wnba/players/s/salauja01w.html,GSV,2025,13,F,6-2,,"September 5, 2001",R,
talbost01w,Stephanie Talbot,https://www.basketball-reference.com/wnba/players/t/talbost01w.html,GSV,2025,7,F,6-2,192,"June 15, 1994",6,
thornka01w,Kayla Thornton,https://www.basketball-reference.com/wnba/players/t/thornka01w.html,GSV,2025,5,F,6-1,190,"October 20, 1992",9,Texas-El Paso
vanloju01w,Julie Vanloo,https://www.basketball-reference.com/wnba/players/v/vanloju01w.html,GSV,2025,35,G,5-8,,"February 10, 1993",1,
zandace01w,Cecilia Zandalasini,https://www.basketball-reference.com/wnba/players/z/zandace01w.html,GSV,2025,24,F,6-2,175,"March 16, 1996",3,
