Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2179,5184296903,Sparky312 (3/3),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G Kahleah Copper UTIL DeWanna Bonner,,,
2179,5184303159,barago21 (2/2),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G Kahleah Copper UTIL DeWanna Bonner,,,
2179,5184341533,LT_AV4P (15/17),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Kahleah Copper G DeWanna Bonner UTIL Sabrina Ionescu,,,
2179,5184346722,bdenslow,0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G Kahleah Copper UTIL DeWanna Bonner,,,
2179,5184414137,martinc7141 (1/2),0,170.75,F Breanna Stewart F Jessica Shepard F Pauline Astier G Sydney Taylor G Natasha Cloud UTIL Monique Akoa Makani,,,
2179,5184431963,michaelaedelstein (36/37),0,170.75,F Alyssa Thomas F Jessica Shepard F Han Xu G Sabrina Ionescu G Rebekah Gardner UTIL Paige Bueckers,,,
2179,5184435155,mechie333 (1/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184435156,mechie333 (2/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184435157,mechie333 (3/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184442039,mechie333 (4/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184442040,mechie333 (5/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184442041,mechie333 (6/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184442042,mechie333 (7/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184442043,mechie333 (8/16),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2179,5184494123,dizzydee29 (9/10),0,170.75,F Breanna Stewart F Jessica Shepard F Kyara Linskens G Paige Bueckers G Sydney Taylor UTIL Jacy Sheldon,,,
2179,5184499690,ZeroGravitymusicmke (14/150),0,170.75,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G DeWanna Bonner UTIL Kahleah Copper,,,
2210,5183936754,niquisition (75/82),0,170.5,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G Natasha Cloud G Marine Johannes UTIL Lexi Held,,,
2210,5183987539,natureboywooo (3/3),0,170.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Valeriane Ayayi G Courtney Vandersloot UTIL Sydney Taylor,,,
2210,5184022741,Ocin_D_Clown (141/150),0,170.5,F Breanna Stewart F Alyssa Thomas F Awak Kuier G Azzi Fudd G Arike Ogunbowale UTIL Courtney Vandersloot,,,
2210,5184039189,afcgreen27 (38/45),0,170.5,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G Natasha Cloud G Lexi Held UTIL Marine Johannes,,,
2210,5184054480,bruce-Leee (4/15),0,170.5,F Alyssa Thomas F Pauline Astier F Awak Kuier G Azzi Fudd G Valeriane Ayayi UTIL Breanna Stewart,,,
2210,5184127845,milligolf (144/150),0,170.5,F Jessica Shepard F Jonquel Jones F Elizabeth Williams G Sydney Taylor G Marine Johannes UTIL Alyssa Thomas,,,
2210,5184169493,jwclark311 (130/150),0,170.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Sydney Taylor G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2210,5184256416,CrimeTime405RicD (3/10),0,170.5,F Jessica Shepard F Jonquel Jones F Maddy Siegrist G Paige Bueckers G DeWanna Bonner UTIL Marine Johannes,,,
2210,5184271368,A741324 (3/3),0,170.5,F Breanna Stewart F Jessica Shepard F Pauline Astier G Paige Bueckers G Rebekah Gardner UTIL Monique Akoa Makani,,,
2210,5184301736,bha512 (14/19),0,170.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Valeriane Ayayi G Courtney Vandersloot UTIL Sydney Taylor,,,
2210,5184315725,mwheel7 (86/150),0,170.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Sydney Taylor G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2210,5184346960,sirrouse3 (8/16),0,170.5,F Breanna Stewart F Kamilla Cardoso F Han Xu G Paige Bueckers G Kahleah Copper UTIL Alanna Smith,,,
2210,5184402040,Quindaro_kid (2/9),0,170.5,F Jessica Shepard F Jonquel Jones F Elizabeth Williams G Paige Bueckers G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2210,5184433967,Icon6,0,170.5,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Kahleah Copper UTIL Han Xu,,,
2210,5184452735,sixers1212 (41/48),0,170.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Sydney Taylor G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2210,5184502843,TheHeismen (141/150),0,170.5,F Alyssa Thomas F Jessica Shepard F Alanna Smith G Azzi Fudd G DeWanna Bonner UTIL Sydney Taylor,,,
2210,5184562144,lootmeup93 (29/100),0,170.5,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Natasha Cloud G Betnijah Laney-Hamilton UTIL Valeriane Ayayi,,,
2210,5184564917,SugarRayChizzo (5/5),0,170.5,F Breanna Stewart F Pauline Astier F Awak Kuier G Azzi Fudd G Valeriane Ayayi UTIL Alyssa Thomas,,,
2228,5183863884,montyells (6/24),0,170.25,F Jessica Shepard F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G DeWanna Bonner UTIL Courtney Vandersloot,,,
2228,5183998869,CantGetRight69 (45/50),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Courtney Vandersloot,,,
2228,5184004631,RKVanggy,0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184010231,Brandon1204 (8/11),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Kahleah Copper G Arike Ogunbowale UTIL Sabrina Ionescu,,,
2228,5184022624,Ocin_D_Clown (24/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Courtney Vandersloot G Rebekah Gardner UTIL Gabriela Jaquez,,,
2228,5184022677,Ocin_D_Clown (77/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Courtney Vandersloot,,,
2228,5184051533,mertqq40 (114/150),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184063929,ljb33bc102 (1/100),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184127725,milligolf (24/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184127843,milligolf (142/150),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184169476,jwclark311 (113/150),0,170.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Sabrina Ionescu G DeWanna Bonner UTIL Jonquel Jones,,,
2228,5184173971,chrispy2005 (17/20),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184232626,cptnspaulding (69/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184274040,wombraider1,0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184277967,mcniiick9,0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184284271,PokerChump (10/10),0,170.25,F Alyssa Thomas F Azura Stevens F Awak Kuier G Kahleah Copper G Arike Ogunbowale UTIL Sydney Taylor,,,
2228,5184381139,TMontgomery254 (4/4),0,170.25,F Jessica Shepard F Kamilla Cardoso F Han Xu G Kahleah Copper G Sydney Taylor UTIL DeWanna Bonner,,,
2228,5184385693,kimmiserin (35/150),0,170.25,F Jessica Shepard F Azura Stevens F Elizabeth Williams G Sydney Taylor G Monique Akoa Makani UTIL Breanna Stewart,,,
2228,5184409404,kcelite13 (13/48),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Kahleah Copper UTIL Arike Ogunbowale,,,
2228,5184411651,esmith911 (6/19),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Azzi Fudd UTIL DeWanna Bonner,,,
2228,5184414483,Rowdog31 (9/28),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Courtney Vandersloot,,,
2228,5184418866,crepass (23/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Courtney Vandersloot,,,
2228,5184440136,blackdiamonds7 (117/150),0,170.25,F Alyssa Thomas F Jessica Shepard F Maddy Westbeld G Paige Bueckers G Rebekah Gardner UTIL Kamilla Cardoso,,,
2228,5184459253,ShortyMac (14/25),0,170.25,F Breanna Stewart F Pauline Astier F Alanna Smith G Paige Bueckers G Natasha Cloud UTIL Kahleah Copper,,,
2228,5184465782,llllllllllllllllIll (80/150),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184473603,Dreal09 (3/4),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184476828,dizzydee29 (8/10),0,170.25,F Jessica Shepard F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G DeWanna Bonner UTIL Courtney Vandersloot,,,
2228,5184499692,ZeroGravitymusicmke (16/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184499697,ZeroGravitymusicmke (21/150),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Courtney Vandersloot,,,
2228,5184508465,esmith911 (17/19),0,170.25,F Breanna Stewart F Jonquel Jones F Awak Kuier G Sabrina Ionescu G Lexi Held UTIL Pauline Astier,,,
2228,5184520703,xXxPLOSIVE (7/8),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2228,5184522711,Gospelmom (30/51),0,170.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Kahleah Copper,,,
2228,5184556778,kurve (10/17),0,170.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Courtney Vandersloot G Rebekah Gardner UTIL DeWanna Bonner,,,
2261,5183983682,xtensive (3/12),0,170,F Alyssa Thomas F Kamilla Cardoso F Awak Kuier G Kahleah Copper G Lexi Held UTIL Azzi Fudd,,,
2261,5183983692,xtensive (6/12),0,170,F Alyssa Thomas F Kamilla Cardoso F Awak Kuier G Kahleah Copper G Lexi Held UTIL Azzi Fudd,,,
2261,5184051459,mertqq40 (40/150),0,170,F Jessica Shepard F Jonquel Jones F Noemie Brochant G Paige Bueckers G Marine Johannes UTIL Valeriane Ayayi,,,
2261,5184118101,smithcj16 (1/60),0,170,F Jessica Shepard F Jonquel Jones F Noemie Brochant G Paige Bueckers G Valeriane Ayayi UTIL Marine Johannes,,,
2261,5184118113,smithcj16 (13/60),0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Kahleah Copper UTIL Marine Johannes,,,
2261,5184169492,jwclark311 (129/150),0,170,F Alyssa Thomas F Azura Stevens F Awak Kuier G Sabrina Ionescu G Azzi Fudd UTIL Valeriane Ayayi,,,
2261,5184232559,cptnspaulding (2/150),0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Rebekah Gardner UTIL Alyssa Thomas,,,
2261,5184232650,cptnspaulding (93/150),0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Rebekah Gardner UTIL Alyssa Thomas,,,
2261,5184292892,abbdogg (2/12),0,170,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Courtney Vandersloot G Marine Johannes UTIL Sydney Taylor,,,
2261,5184315687,mwheel7 (48/150),0,170,F Breanna Stewart F Jessica Shepard F Pauline Astier G Courtney Vandersloot G Rebekah Gardner UTIL Paige Bueckers,,,
2261,5184334151,Brandon1204 (11/11),0,170,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Lexi Held G Odyssey Sims UTIL Azura Stevens,,,
2261,5184376293,Mav910 (5/7),0,170,F Jessica Shepard F Kamilla Cardoso F Han Xu G Sabrina Ionescu G Azzi Fudd UTIL Natasha Cloud,,,
2261,5184382201,TheGoat1993502 (11/28),0,170,F Alyssa Thomas F Kamilla Cardoso F Awak Kuier G Kahleah Copper G Azzi Fudd UTIL Lexi Held,,,
2261,5184402039,Quindaro_kid (1/9),0,170,F Jessica Shepard F Jonquel Jones F Elizabeth Williams G Azzi Fudd G Valeriane Ayayi UTIL Azura Stevens,,,
2261,5184402042,Quindaro_kid (4/9),0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Kahleah Copper UTIL Marine Johannes,,,
2261,5184409413,kcelite13 (22/48),0,170,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Natasha Cloud G Monique Akoa Makani UTIL Kamilla Cardoso,,,
2261,5184409879,Bsaun32 (66/150),0,170,F Breanna Stewart F Jessica Shepard F Pauline Astier G Paige Bueckers G Rebekah Gardner UTIL Courtney Vandersloot,,,
2261,5184418857,crepass (14/150),0,170,F Breanna Stewart F Jessica Shepard F Pauline Astier G Paige Bueckers G Rebekah Gardner UTIL Courtney Vandersloot,,,
2261,5184459762,ikickflavor (11/25),0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Rebekah Gardner UTIL Alyssa Thomas,,,
2261,5184485334,LAfanatic650,0,170,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Kahleah Copper UTIL Marine Johannes,,,
2281,5183819337,Mella74 (1/2),0,169.75,F Breanna Stewart F Jonquel Jones F Kamilla Cardoso G Natasha Cloud G Courtney Vandersloot UTIL Gabriela Jaquez,,,
2281,5184004569,bayesiantestsystem (21/28),0,169.75,F Breanna Stewart F Jonquel Jones F Noemie Brochant G Paige Bueckers G Aicha Coulibaly UTIL Sydney Taylor,,,
2281,5184022606,Ocin_D_Clown (6/150),0,169.75,F Breanna Stewart F Alyssa Thomas F Awak Kuier G Sabrina Ionescu G Courtney Vandersloot UTIL Lexi Held,,,
2281,5184051524,mertqq40 (105/150),0,169.75,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Natasha Cloud G Courtney Vandersloot UTIL Kahleah Copper,,,
2281,5184098896,datyoungreezy (52/150),0,169.75,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G Marine Johannes G Betnijah Laney-Hamilton UTIL Kahleah Copper,,,
2281,5184098984,datyoungreezy (140/150),0,169.75,F Breanna Stewart F Pauline Astier F Awak Kuier G Paige Bueckers G Sha Carter UTIL Alyssa Thomas,,,
2281,5184169506,jwclark311 (143/150),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184249422,budawuda (3/3),0,169.75,F Jessica Shepard F Pauline Astier F Elizabeth Williams G Kahleah Copper G Valeriane Ayayi UTIL Breanna Stewart,,,
2281,5184251921,wax_100 (1/5),0,169.75,F Kamilla Cardoso F Pauline Astier F Awak Kuier G Paige Bueckers G Kahleah Copper UTIL Valeriane Ayayi,,,
2281,5184302708,maine1972 (2/4),0,169.75,F Alyssa Thomas F Jessica Shepard F Alanna Smith G Sabrina Ionescu G DeWanna Bonner UTIL Courtney Vandersloot,,,
2281,5184315677,mwheel7 (38/150),0,169.75,F Breanna Stewart F Jessica Shepard F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Elizabeth Williams,,,
2281,5184345583,ljb33bc102 (52/100),0,169.75,F Breanna Stewart F Jonquel Jones F Alanna Smith G Paige Bueckers G Courtney Vandersloot UTIL Sydney Taylor,,,
2281,5184385668,kimmiserin (10/150),0,169.75,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Kahleah Copper G Monique Akoa Makani UTIL Elizabeth Williams,,,
2281,5184385698,kimmiserin (40/150),0,169.75,F Jessica Shepard F Jonquel Jones F Maddy Siegrist G Paige Bueckers G Courtney Vandersloot UTIL DeWanna Bonner,,,
2281,5184418941,crepass (98/150),0,169.75,F Breanna Stewart F Jonquel Jones F Alanna Smith G Paige Bueckers G Sydney Taylor UTIL Courtney Vandersloot,,,
2281,5184435830,okans (49/100),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184435858,okans (50/100),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184449087,okans (66/100),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184449088,okans (67/100),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184452638,ysaguirre123,0,169.75,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Kahleah Copper G Natasha Cloud UTIL Courtney Vandersloot,,,
2281,5184502760,TheHeismen (58/150),0,169.75,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G Marine Johannes G Betnijah Laney-Hamilton UTIL Kahleah Copper,,,
2281,5184502823,TheHeismen (121/150),0,169.75,F Breanna Stewart F Jonquel Jones F Alanna Smith G Paige Bueckers G Sydney Taylor UTIL Courtney Vandersloot,,,
2281,5184505050,504ant (35/50),0,169.75,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Azura Stevens,,,
2281,5184527003,Rowdog31 (19/28),0,169.75,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Kahleah Copper UTIL Courtney Vandersloot,,,
2305,5183950368,bonedog84 (12/20),0,169.5,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Sabrina Ionescu G Natasha Cloud UTIL Valeriane Ayayi,,,
2305,5184022747,Ocin_D_Clown (147/150),0,169.5,F Breanna Stewart F Jessica Shepard F Raquel Carrera G Sydney Taylor G Courtney Vandersloot UTIL Alyssa Thomas,,,
2305,5184127707,milligolf (6/150),0,169.5,F Breanna Stewart F Jessica Shepard F Elizabeth Williams G Sabrina Ionescu G Lexi Held UTIL DeWanna Bonner,,,
2305,5184169495,jwclark311 (132/150),0,169.5,F Alyssa Thomas F Awak Kuier F Maddy Siegrist G Paige Bueckers G Azzi Fudd UTIL Kahleah Copper,,,
2305,5184387702,khp5050 (30/50),0,169.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Sydney Taylor G Betnijah Laney-Hamilton UTIL Courtney Vandersloot,,,
2305,5184418918,crepass (75/150),0,169.5,F Breanna Stewart F Jessica Shepard F Raquel Carrera G Sydney Taylor G Courtney Vandersloot UTIL Alyssa Thomas,,,
2305,5184424959,lukediehl (2/8),0,169.5,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G DeWanna Bonner G Courtney Vandersloot UTIL Aziaha James,,,
2305,5184481177,kenrymiller (121/145),0,169.5,F Alyssa Thomas F Jessica Shepard F Azura Stevens G DeWanna Bonner G Valeriane Ayayi UTIL Elizabeth Williams,,,
2305,5184502770,TheHeismen (68/150),0,169.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Sydney Taylor G Betnijah Laney-Hamilton UTIL Courtney Vandersloot,,,
2305,5184551812,Maine7 (6/30),0,169.5,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Natasha Cloud G Valeriane Ayayi UTIL Sabrina Ionescu,,,
2305,5184562169,lootmeup93 (54/100),0,169.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Sydney Taylor G Betnijah Laney-Hamilton UTIL Courtney Vandersloot,,,
2316,5183884617,DeeBiggs (1/11),0,169.25,F Breanna Stewart F Azura Stevens F Awak Kuier G Skylar Diggins G Azzi Fudd UTIL Natasha Cloud,,,
2316,5183969910,Coachmall303 (1/4),0,169.25,F Breanna Stewart F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G Kahleah Copper UTIL Rebekah Gardner,,,
2316,5184004793,jmoney8932 (1/14),0,169.25,F Breanna Stewart F Jonquel Jones F Kamilla Cardoso G Courtney Vandersloot G Rebekah Gardner UTIL Azura Stevens,,,
2316,5184051272,pasparacino (2/3),0,169.25,F Breanna Stewart F Jonquel Jones F Alanna Smith G Paige Bueckers G Azzi Fudd UTIL Elizabeth Williams,,,
2316,5184074479,tlouden2001 (2/2),0,169.25,F Jessica Shepard F Azura Stevens F Elizabeth Williams G Sabrina Ionescu G Kahleah Copper UTIL Valeriane Ayayi,,,
2316,5184098860,datyoungreezy (16/150),0,169.25,F Breanna Stewart F Jonquel Jones F Alanna Smith G Sabrina Ionescu G Marine Johannes UTIL Azura Stevens,,,
2316,5184098916,datyoungreezy (72/150),0,169.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Sabrina Ionescu G Valeriane Ayayi UTIL Breanna Stewart,,,
2316,5184098919,datyoungreezy (75/150),0,169.25,F Alyssa Thomas F Jessica Shepard F Maddy Siegrist G Paige Bueckers G Natasha Cloud UTIL Courtney Vandersloot,,,
2316,5184295601,MoneyMikeMccarter (4/8),0,169.25,F Jessica Shepard F Kamilla Cardoso F Kyara Linskens G Paige Bueckers G DeWanna Bonner UTIL Valeriane Ayayi,,,
2316,5184361331,Hey...HereWeGo1 (33/74),0,169.25,F Alyssa Thomas F Jessica Shepard F Alanna Smith G Kahleah Copper G Valeriane Ayayi UTIL Arike Ogunbowale,,,
2316,5184385804,kimmiserin (145/150),0,169.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Kahleah Copper G DeWanna Bonner UTIL Arike Ogunbowale,,,
2316,5184545416,youngb165,0,169.25,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Valeriane Ayayi G Courtney Vandersloot UTIL Jacy Sheldon,,,
2316,5184565014,Gospelmom (51/51),0,169.25,F Breanna Stewart F Jonquel Jones F Alanna Smith G Paige Bueckers G Azzi Fudd UTIL Elizabeth Williams,,,
2329,5183822006,Vada72 (1/14),0,169,F Jessica Shepard F Kamilla Cardoso F Awak Kuier G Skylar Diggins G Azzi Fudd UTIL Valeriane Ayayi,,,
2329,5183924812,bucbumble (1/3),0,169,F Alyssa Thomas F Pauline Astier F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Jonquel Jones,,,
2329,5183936688,niquisition (9/82),0,169,F Jonquel Jones F Pauline Astier F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Alyssa Thomas,,,
2329,5183945607,Mannyfresh101 (1/2),0,169,F Alyssa Thomas F Jonquel Jones F Pauline Astier G Sabrina Ionescu G Valeriane Ayayi UTIL Awak Kuier,,,
2329,5184026347,afcgreen27 (13/45),0,169,F Jessica Shepard F Kamilla Cardoso F Awak Kuier G Skylar Diggins G Azzi Fudd UTIL Valeriane Ayayi,,,
2329,5184026426,afcgreen27 (15/45),0,169,F Alyssa Thomas F Jonquel Jones F Pauline Astier G Sabrina Ionescu G Valeriane Ayayi UTIL Awak Kuier,,,
2329,5184098923,datyoungreezy (79/150),0,169,F Breanna Stewart F Jessica Shepard F Elizabeth Williams G Azzi Fudd G Betnijah Laney-Hamilton UTIL Alyssa Thomas,,,
2329,5184123427,ripking,0,169,F Alyssa Thomas F Jonquel Jones F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Courtney Vandersloot,,,
2329,5184169458,jwclark311 (95/150),0,169,F Breanna Stewart F Jonquel Jones F Maddy Siegrist G Sydney Taylor G Natasha Cloud UTIL Kahleah Copper,,,
2329,5184292412,bha512 (13/19),0,169,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Valeriane Ayayi G Courtney Vandersloot UTIL DeWanna Bonner,,,
2329,5184315777,mwheel7 (138/150),0,169,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G DeWanna Bonner G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2329,5184356997,nicoh22 (15/20),0,169,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G DeWanna Bonner G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2329,5184365220,Hey...HereWeGo1 (66/74),0,169,F Alyssa Thomas F Jonquel Jones F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Pauline Astier,,,
2329,5184385705,kimmiserin (47/150),0,169,F Azura Stevens F Pauline Astier F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Breanna Stewart,,,
2329,5184392563,eddieg805,0,169,F Kamilla Cardoso F Azura Stevens F Awak Kuier G Paige Bueckers G Arike Ogunbowale UTIL Valeriane Ayayi,,,
2329,5184401764,TashaB (3/3),0,169,F Jonquel Jones F Pauline Astier F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Alyssa Thomas,,,
2329,5184409425,kcelite13 (34/48),0,169,F Jessica Shepard F Jonquel Jones F Elizabeth Williams G Azzi Fudd G Sydney Taylor UTIL DeWanna Bonner,,,
2329,5184440099,blackdiamonds7 (80/150),0,169,F Alyssa Thomas F Jessica Shepard F Han Xu G Paige Bueckers G Lexi Held UTIL Natasha Cloud,,,
2329,5184451481,Thonaston (8/19),0,169,F Jonquel Jones F Pauline Astier F Awak Kuier G Sabrina Ionescu G Valeriane Ayayi UTIL Alyssa Thomas,,,
2329,5184461080,414TakeOver (2/8),0,169,F Kamilla Cardoso F Pauline Astier F Awak Kuier G Paige Bueckers G Jacy Sheldon UTIL Jonquel Jones,,,
2329,5184465774,llllllllllllllllIll (72/150),0,169,F Alyssa Thomas F Jessica Shepard F Pauline Astier G Sabrina Ionescu G Aicha Coulibaly UTIL DeWanna Bonner,,,
2329,5184465801,llllllllllllllllIll (99/150),0,169,F Jessica Shepard F Jonquel Jones F Noemie Brochant G Azzi Fudd G Rebekah Gardner UTIL Kahleah Copper,,,
2329,5184467358,JaxsonsAction409 (1/10),0,169,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Valeriane Ayayi G Courtney Vandersloot UTIL DeWanna Bonner,,,
