Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4027,5184948862,TheGoat1993502 (1/36),0,143.75,F Olivia Nelson-Ododa F Monique Billings F Kiah Stokes G Caitlin Clark G Rae Burrell UTIL Leila Lacan,,,
4027,5184948874,TheGoat1993502 (13/36),0,143.75,F Nneka Ogwumike F Monique Billings F Myisha Hines-Allen G Caitlin Clark G Julie Allemand UTIL Charlisse Leger-Walker,,,
4027,5185049023,stayeduptolate,0,143.75,F Dearica Hamby F Nyara Sabally F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Ariel Atkins,,,
4027,5185051515,zackjohnson85 (3/4),0,143.75,F Nneka Ogwumike F Olivia Nelson-Ododa F Jihyun Park G Courtney Williams G Julie Allemand UTIL Nyara Sabally,,,
4027,5185076330,jamesdon14 (81/150),0,143.75,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Marina Mabrey G Tiffany Hayes UTIL Kayla McBride,,,
4027,5185145453,NYJETS96 (2/3),0,143.75,F Natasha Howard F Gabby Williams F Myisha Hines-Allen G Leila Lacan G Maya Caldwell UTIL Nneka Ogwumike,,,
4027,5185153389,Cattyfrac_83 (14/16),0,143.75,F Nneka Ogwumike F Kiah Stokes F Aaliyah Edwards G Courtney Williams G Kayla McBride UTIL Kennedy Burke,,,
4027,5185162262,sixers1212 (100/105),0,143.75,F Gabby Williams F Kiah Stokes F Cecilia Zandalasini G Kelsey Mitchell G Rae Burrell UTIL Dearica Hamby,,,
4027,5185168451,chrispy2005 (2/40),0,143.75,F Dearica Hamby F Nyara Sabally F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Ariel Atkins,,,
4027,5185171120,bonedog84 (13/20),0,143.75,F Olivia Nelson-Ododa F Monique Billings F Aaliyah Edwards G Courtney Williams G Veronica Burton UTIL Leila Lacan,,,
4027,5185237357,ruff_endz14 (123/150),0,143.75,F Natasha Howard F Gabby Williams F Dorka Juhasz G Courtney Williams G Kate Martin UTIL Nneka Ogwumike,,,
4027,5185237360,ruff_endz14 (126/150),0,143.75,F Nneka Ogwumike F Gabby Williams F Dorka Juhasz G Marina Mabrey G Leila Lacan UTIL Myisha Hines-Allen,,,
4027,5185247300,504ant (14/18),0,143.75,F Natasha Howard F Isabelle Harrison F Nyara Sabally G Kayla McBride G Ariel Atkins UTIL Sophie Cunningham,,,
4027,5185248516,Mr.luckyGuy (4/4),0,143.75,F Nneka Ogwumike F Myisha Hines-Allen F Anastasiia Olairi Kosu G Caitlin Clark G Julie Allemand UTIL Natasha Howard,,,
4027,5185256537,ljb33bc102 (53/101),0,143.75,F Gabby Williams F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Leila Lacan UTIL Nneka Ogwumike,,,
4027,5185260580,TilleyA (52/110),0,143.75,F Dearica Hamby F Gabby Williams F Dorka Juhasz G Courtney Williams G Veronica Burton UTIL Saniya Rivers,,,
4027,5185272003,Johnny_Great (3/17),0,143.75,F Nia Coffey F Monique Billings F Myisha Hines-Allen G Courtney Williams G Leila Lacan UTIL Kelsey Mitchell,,,
4055,5184674449,niquisition (33/83),0,143.5,F Isabelle Harrison F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Leila Lacan UTIL Caitlin Clark,,,
4055,5184724306,imthefrknman,0,143.5,F Natasha Howard F Nneka Ogwumike F Dorka Juhasz G Marina Mabrey G Kia Nurse UTIL Kiah Stokes,,,
4055,5184741322,Bebiboy65 (2/2),0,143.5,F Isabelle Harrison F Nia Coffey F Janelle Salaun G Caitlin Clark G Kayla McBride UTIL Sophie Cunningham,,,
4055,5184745688,tbjones2121 (10/40),0,143.5,F Isabelle Harrison F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Leila Lacan UTIL Caitlin Clark,,,
4055,5184778703,Ocin_D_Clown (29/150),0,143.5,F Natasha Howard F Gabby Williams F Monique Billings G Courtney Williams G Rae Burrell UTIL Myisha Hines-Allen,,,
4055,5184817938,sirjerkins (30/150),0,143.5,F Dearica Hamby F Aaliyah Edwards F Makayla Timpson G Marina Mabrey G Veronica Burton UTIL Courtney Williams,,,
4055,5184818045,sirjerkins (137/150),0,143.5,F Monique Billings F Aaliyah Edwards F Myisha Hines-Allen G Caitlin Clark G Kayla McBride UTIL Kelsey Mitchell,,,
4055,5184818865,bruce-Leee (10/13),0,143.5,F Olivia Nelson-Ododa F Monique Billings F Kiah Stokes G Courtney Williams G Leila Lacan UTIL Charlisse Leger-Walker,,,
4055,5184862163,milligolf (38/150),0,143.5,F Natasha Howard F Olivia Nelson-Ododa F Makayla Timpson G Courtney Williams G Maya Caldwell UTIL Caitlin Clark,,,
4055,5184932137,jamesdon14 (41/150),0,143.5,F Dearica Hamby F Aaliyah Edwards F Makayla Timpson G Marina Mabrey G Veronica Burton UTIL Courtney Williams,,,
4055,5185015787,Skipper55 (60/150),0,143.5,F Natasha Howard F Isabelle Harrison F Dorka Juhasz G Courtney Williams G Kate Martin UTIL Caitlin Clark,,,
4055,5185015797,Skipper55 (70/150),0,143.5,F Gabby Williams F Janelle Salaun F Laeticia Amihere G Marina Mabrey G Veronica Burton UTIL Kayla McBride,,,
4055,5185019019,danny6687,0,143.5,F Olivia Nelson-Ododa F Kiah Stokes F Emma Cannon G Marina Mabrey G Kelsey Mitchell UTIL Kayla McBride,,,
4055,5185028586,lovesosa555 (27/40),0,143.5,F Natasha Howard F Olivia Nelson-Ododa F Maria Conde G Rae Burrell G Sophie Cunningham UTIL Courtney Williams,,,
4055,5185057501,Tglizzy601 (91/130),0,143.5,F Dearica Hamby F Nyara Sabally F Cecilia Zandalasini G Kelsey Mitchell G Leila Lacan UTIL Kaila Charles,,,
4055,5185086031,CrimeTime405RicD (6/9),0,143.5,F Natasha Howard F Isabelle Harrison F Dorka Juhasz G Caitlin Clark G Courtney Williams UTIL Kate Martin,,,
4055,5185104007,Wanna_Square_Up1567 (7/150),0,143.5,F Isabelle Harrison F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Leila Lacan UTIL Caitlin Clark,,,
4055,5185155811,yeargain33 (6/6),0,143.5,F Nneka Ogwumike F Maria Conde F Monique Billings G Caitlin Clark G Raven Johnson UTIL Rae Burrell,,,
4055,5185175873,pappap (4/4),0,143.5,F Natasha Howard F Olivia Nelson-Ododa F Makayla Timpson G Caitlin Clark G Courtney Williams UTIL Maya Caldwell,,,
4055,5185183766,khp5050 (19/60),0,143.5,F Natasha Howard F Gabby Williams F Laura Juskaite G Kelsey Mitchell G Rae Burrell UTIL Myisha Hines-Allen,,,
4055,5185225979,TouzyBabyHH (1/4),0,143.5,F Isabelle Harrison F Olivia Nelson-Ododa F Myisha Hines-Allen G Marina Mabrey G Kelsey Mitchell UTIL Cecilia Zandalasini,,,
4055,5185243241,PhoenixInSix (5/5),0,143.5,F Nneka Ogwumike F Maria Conde F Makayla Timpson G Caitlin Clark G Maya Caldwell UTIL Natasha Howard,,,
4055,5185244923,daddyfm2 (1/4),0,143.5,F Natasha Howard F Kiah Stokes F Myisha Hines-Allen G Courtney Williams G Julie Allemand UTIL Kayla McBride,,,
4055,5185248325,2gethe2one221 (9/10),0,143.5,F Nneka Ogwumike F Kiah Stokes F Kayla Thornton G Marina Mabrey G Courtney Williams UTIL Maya Caldwell,,,
4055,5185252194,VinnyTreez4202 (7/8),0,143.5,F Natasha Howard F Kiah Stokes F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Julie Allemand,,,
4055,5185255834,NATURALSHOOTER (6/21),0,143.5,F Olivia Nelson-Ododa F Monique Billings F Cecilia Zandalasini G Caitlin Clark G Kelsey Mitchell UTIL Kennedy Burke,,,
4055,5185265611,ffmully33,0,143.5,F Gabby Williams F Monique Billings F Janelle Salaun G Caitlin Clark G Sophie Cunningham UTIL Kayla McBride,,,
4082,5184421163,werner_1 (1/4),0,143.25,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Veronica Burton UTIL Aaliyah Edwards,,,
4082,5184681112,Judah_144 (5/6),0,143.25,F Dearica Hamby F Olivia Nelson-Ododa F Nia Coffey G Marina Mabrey G Lexie Hull UTIL Erica Wheeler,,,
4082,5184729359,Runderwood23 (5/14),0,143.25,F Olivia Nelson-Ododa F Maria Conde F Cecilia Zandalasini G Veronica Burton G Kayla McBride UTIL Leila Lacan,,,
4082,5184740859,ruff_endz14 (33/150),0,143.25,F Olivia Nelson-Ododa F Aaliyah Edwards F Dorka Juhasz G Courtney Williams G Veronica Burton UTIL Natasha Howard,,,
4082,5184829068,wweb71,0,143.25,F Monique Billings F Kiah Stokes F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Natasha Howard,,,
4082,5184857688,dbaggot3 (33/61),0,143.25,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Courtney Williams G Veronica Burton UTIL Dorka Juhasz,,,
4082,5184896142,bonedog84 (9/20),0,143.25,F Natasha Howard F Aaliyah Edwards F Raegan Beers G Marina Mabrey G Kayla McBride UTIL Courtney Williams,,,
4082,5184943625,chad10322,0,143.25,F Natasha Howard F Dearica Hamby F Monique Billings G Kennedy Burke G Kate Martin UTIL Caitlin Clark,,,
4082,5184952721,Thonaston (8/23),0,143.25,F Gabby Williams F Olivia Nelson-Ododa F Kiah Stokes G Kayla McBride G Charlisse Leger-Walker UTIL Isabelle Harrison,,,
4082,5184998051,blacklabelkk (2/2),0,143.25,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Nia Coffey,,,
4082,5185039591,smithcj16 (19/50),0,143.25,F Nneka Ogwumike F Nia Coffey F Myisha Hines-Allen G Courtney Williams G Leila Lacan UTIL Erica Wheeler,,,
4082,5185046524,AggieSpur,0,143.25,F Gabby Williams F Monique Billings F Aaliyah Edwards G Courtney Williams G Julie Allemand UTIL Dearica Hamby,,,
4082,5185071406,Tglizzy601 (96/130),0,143.25,F Dearica Hamby F Isabelle Harrison F Nyara Sabally G Kennedy Burke G Kaila Charles UTIL Courtney Williams,,,
4082,5185076335,jamesdon14 (86/150),0,143.25,F Nyara Sabally F Olivia Nelson-Ododa F Myisha Hines-Allen G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,,
4082,5185091027,craigdes,0,143.25,F Olivia Nelson-Ododa F Aaliyah Edwards F Makayla Timpson G Caitlin Clark G Courtney Williams UTIL Dearica Hamby,,,
4082,5185097788,mwheel7 (70/150),0,143.25,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Veronica Burton UTIL Myisha Hines-Allen,,,
4082,5185104004,Wanna_Square_Up1567 (4/150),0,143.25,F Natasha Howard F Nia Coffey F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Myisha Hines-Allen,,,
4082,5185139570,sixers1212 (71/105),0,143.25,F Monique Billings F Kiah Stokes F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Natasha Howard,,,
4082,5185154061,Cattyfrac_83 (15/16),0,143.25,F Dearica Hamby F Olivia Nelson-Ododa F Nia Coffey G Marina Mabrey G Charlisse Leger-Walker UTIL Dorka Juhasz,,,
4082,5185155069,Tglizzy601 (104/130),0,143.25,F Nneka Ogwumike F Dearica Hamby F Brittney Griner G Julie Allemand G Kennedy Burke UTIL Kaila Charles,,,
4082,5185155381,ericblaze,0,143.25,F Nyara Sabally F Monique Billings F Emma Cannon G Marina Mabrey G Kelsey Mitchell UTIL Kayla McBride,,,
4082,5185159267,Cattyfrac_83 (16/16),0,143.25,F Natasha Howard F Olivia Nelson-Ododa F Diamond Miller G Caitlin Clark G Erica Wheeler UTIL Laura Juskaite,,,
4082,5185199267,lkdogg (18/25),0,143.25,F Nneka Ogwumike F Dearica Hamby F Myisha Hines-Allen G Caitlin Clark G Leila Lacan UTIL Kate Martin,,,
4082,5185209725,nickcorleon (2/2),0,143.25,F Natasha Howard F Monique Billings F Kiah Stokes G Courtney Williams G Kayla McBride UTIL Myisha Hines-Allen,,,
4082,5185211797,esmith911 (10/11),0,143.25,F Nyara Sabally F Kiah Stokes F Janelle Salaun G Courtney Williams G Kayla McBride UTIL Olivia Nelson-Ododa,,,
4082,5185219974,Thonaston (21/23),0,143.25,F Olivia Nelson-Ododa F Kiah Stokes F Janelle Salaun G Courtney Williams G Kayla McBride UTIL Nyara Sabally,,,
4082,5185221019,Hey...HereWeGo1 (115/120),0,143.25,F Natasha Howard F Gabby Williams F Myisha Hines-Allen G Kelsey Mitchell G Leila Lacan UTIL Tiffany Hayes,,,
4082,5185222603,countrygirl617 (13/20),0,143.25,F Olivia Nelson-Ododa F Kiah Stokes F Janelle Salaun G Marina Mabrey G Ariel Atkins UTIL Courtney Williams,,,
4082,5185222652,countrygirl617 (20/20),0,143.25,F Isabelle Harrison F Nyara Sabally F Diamond Miller G Caitlin Clark G Kayla McBride UTIL Kennedy Burke,,,
4082,5185235452,westwood (10/16),0,143.25,F Natasha Howard F Aaliyah Edwards F Raegan Beers G Courtney Williams G Kayla McBride UTIL Marina Mabrey,,,
4082,5185236376,peteyweb (17/40),0,143.25,F Nneka Ogwumike F Nia Coffey F Myisha Hines-Allen G Courtney Williams G Leila Lacan UTIL Erica Wheeler,,,
4082,5185250923,Rowdog31 (37/43),0,143.25,F Natasha Howard F Isabelle Harrison F Olivia Nelson-Ododa G Courtney Williams G Tiffany Hayes UTIL Myisha Hines-Allen,,,
4082,5185251706,UltimateWin4 (113/150),0,143.25,F Nneka Ogwumike F Gabby Williams F Jihyun Park G Kayla McBride G Maya Caldwell UTIL Caitlin Clark,,,
4082,5185260334,PoweredUp37 (1/7),0,143.25,F Natasha Howard F Monique Billings F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Kiah Stokes,,,
4116,5184680538,niquisition (83/83),0,143,F Nneka Ogwumike F Dearica Hamby F Nia Coffey G Courtney Williams G Kate Martin UTIL Monique Billings,,,
4116,5184740109,abstar1216,0,143,F Brittney Griner F Maria Conde F Monique Billings G Kayla McBride G Julie Allemand UTIL Isabelle Harrison,,,
4116,5184741976,Tease87,0,143,F Olivia Nelson-Ododa F Monique Billings F Myisha Hines-Allen G Caitlin Clark G Charlisse Leger-Walker UTIL Dearica Hamby,,,
4116,5184778802,Ocin_D_Clown (128/150),0,143,F Nneka Ogwumike F Aaliyah Edwards F Myisha Hines-Allen G Caitlin Clark G Kayla McBride UTIL Erica Wheeler,,,
4116,5184796313,phillyfan2525,0,143,F Janelle Salaun F Aaliyah Edwards F Myisha Hines-Allen G Caitlin Clark G Kelsey Mitchell UTIL Courtney Williams,,,
4116,5184832958,bellsofwar3 (4/60),0,143,F Janelle Salaun F Aaliyah Edwards F Myisha Hines-Allen G Caitlin Clark G Courtney Williams UTIL Kelsey Mitchell,,,
4116,5184857713,dbaggot3 (58/61),0,143,F Gabby Williams F Olivia Nelson-Ododa F Aaliyah Edwards G Kelsey Mitchell G Courtney Williams UTIL Dorka Juhasz,,,
4116,5184900503,soonerdallas (7/38),0,143,F Janelle Salaun F Aaliyah Edwards F Myisha Hines-Allen G Caitlin Clark G Courtney Williams UTIL Kelsey Mitchell,,,
4116,5185015736,Skipper55 (9/150),0,143,F Nneka Ogwumike F Olivia Nelson-Ododa F Myisha Hines-Allen G Marina Mabrey G Charlisse Leger-Walker UTIL Ariel Atkins,,,
4116,5185058897,budawuda (2/2),0,143,F Nyara Sabally F Olivia Nelson-Ododa F Myisha Hines-Allen G Kayla McBride G Charlisse Leger-Walker UTIL Nneka Ogwumike,,,
4116,5185129100,Dymari2u (2/2),0,143,F Gabby Williams F Isabelle Harrison F Olivia Nelson-Ododa G Courtney Williams G Sophie Cunningham UTIL Rae Burrell,,,
4116,5185169218,Fredyfox (2/2),0,143,F Isabelle Harrison F Monique Billings F Kiah Stokes G Marina Mabrey G Courtney Williams UTIL Kaitlyn Chen,,,
4116,5185183764,khp5050 (17/60),0,143,F Natasha Howard F Kayla Thornton F Aaliyah Edwards G Caitlin Clark G Raven Johnson UTIL Dearica Hamby,,,
4116,5185185605,Ronboi28 (15/24),0,143,F Dearica Hamby F Monique Billings F Myisha Hines-Allen G Caitlin Clark G Charlisse Leger-Walker UTIL Olivia Nelson-Ododa,,,
4116,5185206480,CYRUSIII (89/130),0,143,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Kayla McBride G Kaila Charles UTIL Veronica Burton,,,
4116,5185212074,au_nbc (28/36),0,143,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Leila Lacan G Erica Wheeler UTIL Gabby Williams,,,
4116,5185248198,xstevex.2 (7/7),0,143,F Gabby Williams F Kiah Stokes F Janelle Salaun G Marina Mabrey G Erica Wheeler UTIL Isabelle Harrison,,,
4133,5184604489,Bcoop599 (1/5),0,142.75,F Nyara Sabally F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kia Nurse UTIL Courtney Williams,,,
4133,5184753565,Flatman420 (2/4),0,142.75,F Isabelle Harrison F Olivia Nelson-Ododa F Kiah Stokes G Marina Mabrey G Courtney Williams UTIL Kaitlyn Chen,,,
4133,5184781992,donjuan32 (7/20),0,142.75,F Olivia Nelson-Ododa F Monique Billings F Aaliyah Edwards G Caitlin Clark G Kelsey Mitchell UTIL Kennedy Burke,,,
4133,5184781993,donjuan32 (8/20),0,142.75,F Olivia Nelson-Ododa F Monique Billings F Aaliyah Edwards G Caitlin Clark G Kelsey Mitchell UTIL Kennedy Burke,,,
4133,5184817978,sirjerkins (70/150),0,142.75,F Nneka Ogwumike F Nia Coffey F Myisha Hines-Allen G Courtney Williams G Kennedy Burke UTIL Kayla McBride,,,
4133,5184910917,Tglizzy601 (28/130),0,142.75,F Isabelle Harrison F Nyara Sabally F Myisha Hines-Allen G Kayla McBride G Leila Lacan UTIL Veronica Burton,,,
4133,5184920353,rdullea (2/2),0,142.75,F Olivia Nelson-Ododa F Nia Coffey F Aaliyah Edwards G Kelsey Mitchell G Rae Burrell UTIL Courtney Williams,,,
4133,5184927379,Tglizzy601 (44/130),0,142.75,F Isabelle Harrison F Nyara Sabally F Myisha Hines-Allen G Veronica Burton G Leila Lacan UTIL Kayla McBride,,,
4133,5184941137,Dwiseii059,0,142.75,F Natasha Howard F Gabby Williams F Damiris Dantas G Marina Mabrey G Kelsey Mitchell UTIL Myisha Hines-Allen,,,
4133,5185007802,irehs1,0,142.75,F Isabelle Harrison F Nyara Sabally F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Monique Billings,,,
4133,5185015764,Skipper55 (37/150),0,142.75,F Dearica Hamby F Nyara Sabally F Janelle Salaun G Caitlin Clark G Rae Burrell UTIL Myisha Hines-Allen,,,
4133,5185039222,jaynel07 (2/5),0,142.75,F Kiah Stokes F Cecilia Zandalasini F Kayla Thornton G Marina Mabrey G Leila Lacan UTIL Nneka Ogwumike,,,
4133,5185104067,Wanna_Square_Up1567 (67/150),0,142.75,F Natasha Howard F Aaliyah Edwards F Myisha Hines-Allen G Kelsey Mitchell G Courtney Williams UTIL Ariel Atkins,,,
4133,5185115630,TheHeismen (41/150),0,142.75,F Olivia Nelson-Ododa F Aaliyah Edwards F Diamond Miller G Marina Mabrey G Courtney Williams UTIL Leila Lacan,,,
4133,5185117774,jpc1931,0,142.75,F Brittney Griner F Olivia Nelson-Ododa F Diamond Miller G Kelsey Mitchell G Courtney Williams UTIL Kennedy Burke,,,
4133,5185173010,DBrownFF88 (8/20),0,142.75,F Olivia Nelson-Ododa F Aaliyah Edwards F Damiris Dantas G Caitlin Clark G Courtney Williams UTIL Nneka Ogwumike,,,
4133,5185190393,millertime7 (130/150),0,142.75,F Isabelle Harrison F Nyara Sabally F Myisha Hines-Allen G Veronica Burton G Kayla McBride UTIL Leila Lacan,,,
4133,5185201685,Maine7 (83/100),0,142.75,F Isabelle Harrison F Myisha Hines-Allen F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Maria Conde,,,
4133,5185206503,CYRUSIII (112/130),0,142.75,F Monique Billings F Cecilia Zandalasini F Diamond Miller G Courtney Williams G Veronica Burton UTIL Natasha Howard,,,
4133,5185222611,countrygirl617 (14/20),0,142.75,F Isabelle Harrison F Nyara Sabally F Olivia Nelson-Ododa G Veronica Burton G Kayla McBride UTIL Saniya Rivers,,,
4133,5185240905,peteyweb (29/40),0,142.75,F Gabby Williams F Olivia Nelson-Ododa F Myisha Hines-Allen G Leila Lacan G Ariel Atkins UTIL Nneka Ogwumike,,,
4133,5185248244,jcjr240 (4/4),0,142.75,F Isabelle Harrison F Nyara Sabally F Olivia Nelson-Ododa G Veronica Burton G Kayla McBride UTIL Saniya Rivers,,,
4133,5185251106,mrmvp479 (22/22),0,142.75,F Gabby Williams F Nia Coffey F Janelle Salaun G Kayla McBride G Leila Lacan UTIL Maria Conde,,,
4156,5184695681,outlaws745 (4/11),0,142.5,F Nyara Sabally F Olivia Nelson-Ododa F Nia Coffey G Kayla McBride G Leila Lacan UTIL Rae Burrell,,,
4156,5184727593,J-Poet21 (4/16),0,142.5,F Olivia Nelson-Ododa F Maria Conde F Monique Billings G Courtney Williams G Kayla McBride UTIL Aaliyah Edwards,,,
4156,5184729836,J-Poet21 (9/16),0,142.5,F Olivia Nelson-Ododa F Maria Conde F Monique Billings G Courtney Williams G Kayla McBride UTIL Aaliyah Edwards,,,
4156,5184771138,oakland1614 (4/6),0,142.5,F Nyara Sabally F Monique Billings F Janelle Salaun G Courtney Williams G Kayla McBride UTIL Nia Coffey,,,
4156,5184774989,feet69,0,142.5,F Natasha Howard F Monique Billings F Kiah Stokes G Courtney Williams G Kennedy Burke UTIL Olivia Nelson-Ododa,,,
4156,5184778678,Ocin_D_Clown (4/150),0,142.5,F Gabby Williams F Dorka Juhasz F Makayla Timpson G Kelsey Mitchell G Veronica Burton UTIL Caitlin Clark,,,
4156,5184799937,siouxman70,0,142.5,F Nyara Sabally F Olivia Nelson-Ododa F Janelle Salaun G Veronica Burton G Kayla McBride UTIL Laura Juskaite,,,
4156,5184822238,King-Of-Winterfell55 (2/3),0,142.5,F Nyara Sabally F Olivia Nelson-Ododa F Nia Coffey G Kayla McBride G Leila Lacan UTIL Rae Burrell,,,
4156,5184832974,bellsofwar3 (20/60),0,142.5,F Isabelle Harrison F Aaliyah Edwards F Myisha Hines-Allen G Marina Mabrey G Courtney Williams UTIL Kayla McBride,,,
4156,5184853456,bre1124,0,142.5,F Nneka Ogwumike F Nyara Sabally F Anastasiia Olairi Kosu G Marina Mabrey G Kelsey Mitchell UTIL Saniya Rivers,,,
4156,5184857689,dbaggot3 (34/61),0,142.5,F Isabelle Harrison F Aaliyah Edwards F Myisha Hines-Allen G Marina Mabrey G Courtney Williams UTIL Kayla McBride,,,
4156,5184859597,naugyhound (1/4),0,142.5,F Natasha Howard F Kiah Stokes F Laura Juskaite G Kelsey Mitchell G Kennedy Burke UTIL Olivia Nelson-Ododa,,,
4156,5184862213,milligolf (88/150),0,142.5,F Natasha Howard F Olivia Nelson-Ododa F Diamond Miller G Caitlin Clark G Kaila Charles UTIL Monique Billings,,,
4156,5184875607,shocky80 (1/2),0,142.5,F Olivia Nelson-Ododa F Nia Coffey F Monique Billings G Kelsey Mitchell G Courtney Williams UTIL Maya Caldwell,,,
4156,5184879590,lkptsg,0,142.5,F Natasha Howard F Olivia Nelson-Ododa F Kiah Stokes G Courtney Williams G Kennedy Burke UTIL Monique Billings,,,
4156,5184884077,Ajayi32 (10/20),0,142.5,F Nyara Sabally F Janelle Salaun F Laeticia Amihere G Marina Mabrey G Courtney Williams UTIL Kayla McBride,,,
4156,5184889842,Ajayi32 (16/20),0,142.5,F Nyara Sabally F Janelle Salaun F Laeticia Amihere G Courtney Williams G Kayla McBride UTIL Marina Mabrey,,,
4156,5184946732,jusnit (16/50),0,142.5,F Nneka Ogwumike F Nyara Sabally F Dorka Juhasz G Veronica Burton G Sophie Cunningham UTIL Kelsey Mitchell,,,
4156,5185015831,Skipper55 (104/150),0,142.5,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Courtney Williams UTIL Charlisse Leger-Walker,,,
4156,5185023721,Hey...HereWeGo1 (100/120),0,142.5,F Natasha Howard F Gabby Williams F Monique Billings G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
4156,5185108291,Bsaun32 (26/150),0,142.5,F Aaliyah Edwards F Myisha Hines-Allen F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Nneka Ogwumike,,,
4156,5185135106,paulzf2283 (8/10),0,142.5,F Natasha Howard F Olivia Nelson-Ododa F Kiah Stokes G Courtney Williams G Kennedy Burke UTIL Monique Billings,,,
4156,5185135182,sixers1212 (28/105),0,142.5,F Natasha Howard F Olivia Nelson-Ododa F Kiah Stokes G Courtney Williams G Leila Lacan UTIL Maya Caldwell,,,
4156,5185150805,kushman999 (7/9),0,142.5,F Natasha Howard F Olivia Nelson-Ododa F Kiah Stokes G Courtney Williams G Kennedy Burke UTIL Monique Billings,,,
4156,5185190287,millertime7 (24/150),0,142.5,F Isabelle Harrison F Aaliyah Edwards F Myisha Hines-Allen G Marina Mabrey G Kayla McBride UTIL Courtney Williams,,,
4156,5185190334,millertime7 (71/150),0,142.5,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Charlisse Leger-Walker UTIL Courtney Williams,,,
4156,5185200629,TheGoat1993502 (32/36),0,142.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Grace VanSlooten G Marina Mabrey G Julie Allemand UTIL Veronica Burton,,,
4156,5185232202,KdollHolla (8/20),0,142.5,F Nneka Ogwumike F Gabby Williams F Damiris Dantas G Caitlin Clark G Courtney Williams UTIL Tyasha Harris,,,
4156,5185236210,peteyweb (2/40),0,142.5,F Isabelle Harrison F Aaliyah Edwards F Myisha Hines-Allen G Marina Mabrey G Kayla McBride UTIL Courtney Williams,,,
4156,5185236363,peteyweb (16/40),0,142.5,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Courtney Williams G Erica Wheeler UTIL Caitlin Clark,,,
4156,5185245466,jcjr240 (3/4),0,142.5,F Nyara Sabally F Olivia Nelson-Ododa F Nia Coffey G Kayla McBride G Leila Lacan UTIL Rae Burrell,,,
4156,5185246347,seth1374 (20/137),0,142.5,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Courtney Williams G Erica Wheeler UTIL Caitlin Clark,,,
4156,5185246462,seth1374 (135/137),0,142.5,F Nyara Sabally F Dorka Juhasz F Laeticia Amihere G Kelsey Mitchell G Veronica Burton UTIL Nneka Ogwumike,,,
4156,5185251679,UltimateWin4 (86/150),0,142.5,F Natasha Howard F Isabelle Harrison F Kayla Thornton G Marina Mabrey G Maya Caldwell UTIL Nia Coffey,,,
4156,5185251734,UltimateWin4 (141/150),0,142.5,F Natasha Howard F Nia Coffey F Janelle Salaun G Caitlin Clark G Maya Caldwell UTIL Rae Burrell,,,
4191,5184430760,grigoo,0,142.25,F Brittney Griner F Olivia Nelson-Ododa F Monique Billings G Courtney Williams G Kayla McBride UTIL Lexie Hull,,,
4191,5184674445,niquisition (29/83),0,142.25,F Natasha Howard F Dearica Hamby F Aaliyah Edwards G Marina Mabrey G Erica Wheeler UTIL Myisha Hines-Allen,,,
4191,5184767267,discodad2014 (1/6),0,142.25,F Nneka Ogwumike F Nia Coffey F Makayla Timpson G Caitlin Clark G Kelsey Mitchell UTIL Kia Nurse,,,
4191,5184857686,dbaggot3 (31/61),0,142.25,F Natasha Howard F Gabby Williams F Aaliyah Edwards G Courtney Williams G Leila Lacan UTIL Dorka Juhasz,,,
