Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1441,5186053839,FuegoSteve (1/3),0,185,F Aliyah Boston F Angel Reese F Naz Hillmon G Jordin Canada G Valeriane Ayayi UTIL Tyasha Harris,,,
1441,5186057129,DBrownFF88 (14/20),0,185,F Alyssa Thomas F Aliyah Boston F Serah Williams G Kahleah Copper G Allisha Gray UTIL Tyasha Harris,,,
1441,5186064633,seth1374 (23/145),0,185,F A'ja Wilson F Aliyah Boston F Sika Kone G Valeriane Ayayi G Teja Oblak UTIL Kelsey Mitchell,,,
1441,5186074312,marcusaurelius25 (63/150),0,185,F A'ja Wilson F Alyssa Thomas F Megan Gustafson G Valeriane Ayayi G Sophie Cunningham UTIL Tyasha Harris,,,
1441,5186088943,UltimateWin4 (77/150),0,185,F Alyssa Thomas F Angel Reese F Frieda Buhner G Rhyne Howard G DeWanna Bonner UTIL Tyasha Harris,,,
1441,5186088967,UltimateWin4 (101/150),0,185,F Aliyah Boston F Angel Reese F Naz Hillmon G Jordin Canada G Tyasha Harris UTIL Valeriane Ayayi,,,
1480,5185532354,ruff_endz14 (5/150),0,184.75,F A'ja Wilson F Bridget Carleton F Megan Gustafson G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
1480,5185532412,ruff_endz14 (63/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5185532447,ruff_endz14 (98/150),0,184.75,F Megan Gustafson F Emily Engstler F Frieda Buhner G Kelsey Mitchell G Valeriane Ayayi UTIL A'ja Wilson,,,
1480,5185561619,goofybh207 (5/15),0,184.75,F A'ja Wilson F Bridget Carleton F Megan Gustafson G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
1480,5185605194,KGould86 (3/22),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Valeriane Ayayi G Tyasha Harris UTIL Chelsea Gray,,,
1480,5185642401,jusnit (49/50),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5185663545,milligolf (105/150),0,184.75,F A'ja Wilson F Angel Reese F Naz Hillmon G DeWanna Bonner G Tyasha Harris UTIL Valeriane Ayayi,,,
1480,5185685864,soonerdallas (38/54),0,184.75,F A'ja Wilson F Emily Engstler F Amy Okonkwo G Flau'Jae Johnson G Valeriane Ayayi UTIL Kelsey Mitchell,,,
1480,5185773241,Wanna_Square_Up1567 (109/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5185792707,kirkfrancis7 (14/38),0,184.75,F Alyssa Thomas F Angel Reese F NaLyssa Smith G Kelsey Mitchell G Raven Johnson UTIL Sami Whitcomb,,,
1480,5185873427,datyoungreezy (71/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Rhyne Howard G Raven Johnson UTIL Sophie Cunningham,,,
1480,5185880183,datyoungreezy (95/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Rhyne Howard G Raven Johnson UTIL Sophie Cunningham,,,
1480,5185880194,datyoungreezy (106/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Rhyne Howard G Raven Johnson UTIL Sophie Cunningham,,,
1480,5185952803,hiphopjunkie86 (5/15),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
1480,5185961352,mrclean913 (16/20),0,184.75,F A'ja Wilson F Alyssa Thomas F Damiris Dantas G Jackie Young G Sami Whitcomb UTIL DeWanna Bonner,,,
1480,5185961355,mrclean913 (19/20),0,184.75,F Alyssa Thomas F Angel Reese F Damiris Dantas G Rhyne Howard G Sami Whitcomb UTIL Kelsey Mitchell,,,
1480,5185972629,sirjerkins (18/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5185972675,sirjerkins (64/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Allisha Gray G Valeriane Ayayi UTIL Teja Oblak,,,
1480,5185986743,ataribravo (22/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Valeriane Ayayi G Tyasha Harris UTIL Chelsea Gray,,,
1480,5185986832,ataribravo (111/150),0,184.75,F A'ja Wilson F Alyssa Thomas F Damiris Dantas G Jackie Young G Sami Whitcomb UTIL DeWanna Bonner,,,
1480,5186035225,kyleboneski (3/10),0,184.75,F Alyssa Thomas F NaLyssa Smith F Jordan Horston G Jackie Young G Chelsea Gray UTIL Tyasha Harris,,,
1480,5186036630,Mathis (120/150),0,184.75,F Alyssa Thomas F NaLyssa Smith F Jordan Horston G Jackie Young G Chelsea Gray UTIL Tyasha Harris,,,
1480,5186038497,Stree (11/26),0,184.75,F A'ja Wilson F Angel Reese F Naz Hillmon G DeWanna Bonner G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5186051631,rod288 (71/102),0,184.75,F A'ja Wilson F Myisha Hines-Allen F Jordan Horston G Jackie Young G Jordin Canada UTIL Valeriane Ayayi,,,
1480,5186064728,seth1374 (118/145),0,184.75,F A'ja Wilson F Angel Reese F Katie Lou Samuelson G Jewell Loyd G Teja Oblak UTIL Kelsey Mitchell,,,
1480,5186066755,KuyaKNJI (5/7),0,184.75,F Alyssa Thomas F Dominique Malonga F Awa Fam G Kelsey Mitchell G Tyasha Harris UTIL Sami Whitcomb,,,
1480,5186074268,marcusaurelius25 (19/150),0,184.75,F A'ja Wilson F Angel Reese F Naz Hillmon G DeWanna Bonner G Valeriane Ayayi UTIL Tyasha Harris,,,
1480,5186074299,marcusaurelius25 (50/150),0,184.75,F A'ja Wilson F Bridget Carleton F Megan Gustafson G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1508,5185434220,niquisition (52/71),0,184.5,F Angel Reese F Dominique Malonga F Makayla Timpson G Allisha Gray G Sami Whitcomb UTIL A'ja Wilson,,,
1508,5185532375,ruff_endz14 (26/150),0,184.5,F Alyssa Thomas F Emily Engstler F Frieda Buhner G Rhyne Howard G Lexie Hull UTIL Kelsey Mitchell,,,
1508,5185532438,ruff_endz14 (89/150),0,184.5,F Aliyah Boston F Megan Gustafson F Emily Engstler G Kelsey Mitchell G Valeriane Ayayi UTIL Tyasha Harris,,,
1508,5185559531,DrNickIsIn (5/10),0,184.5,F A'ja Wilson F Bridget Carleton F Makayla Timpson G Rhyne Howard G Allisha Gray UTIL Raven Johnson,,,
1508,5185600692,Ocin_D_Clown (30/150),0,184.5,F Aliyah Boston F Dominique Malonga F Frieda Buhner G Kelsey Mitchell G Allisha Gray UTIL Raven Johnson,,,
1508,5185631254,luckywinner2020 (2/4),0,184.5,F A'ja Wilson F Angel Reese F Naz Hillmon G Rhyne Howard G Karlie Samuelson UTIL Tyasha Harris,,,
1508,5185642378,jusnit (26/50),0,184.5,F Alyssa Thomas F Dominique Malonga F NaLyssa Smith G Rhyne Howard G Raven Johnson UTIL Tyasha Harris,,,
1508,5185663446,milligolf (6/150),0,184.5,F Alyssa Thomas F Dominique Malonga F NaLyssa Smith G Rhyne Howard G Raven Johnson UTIL Tyasha Harris,,,
1508,5185663450,milligolf (10/150),0,184.5,F Alyssa Thomas F Aliyah Boston F Naz Hillmon G Jordin Canada G Jewell Loyd UTIL Tyasha Harris,,,
1508,5185749356,jwclark311 (72/150),0,184.5,F A'ja Wilson F Alyssa Thomas F Jordan Horston G Allisha Gray G Sophie Cunningham UTIL Valeriane Ayayi,,,
1508,5185773248,Wanna_Square_Up1567 (116/150),0,184.5,F Alyssa Thomas F Aliyah Boston F Kierstan Bell G Allisha Gray G Tyasha Harris UTIL Chelsea Gray,,,
1508,5185773264,Wanna_Square_Up1567 (132/150),0,184.5,F Aliyah Boston F Dominique Malonga F Frieda Buhner G Allisha Gray G Raven Johnson UTIL Kelsey Mitchell,,,
1508,5185796859,juan2079 (3/10),0,184.5,F A'ja Wilson F Emily Engstler F Cheyenne Parker-Tyus G Kelsey Mitchell G Allisha Gray UTIL Zia Cooke,,,
1508,5185798178,Bellyball422 (13/20),0,184.5,F Aliyah Boston F Emily Engstler F Naz Hillmon G Rhyne Howard G Kelsey Mitchell UTIL Sami Whitcomb,,,
1508,5185851809,Jones6918 (1/4),0,184.5,F Angel Reese F Bridget Carleton F Jordan Horston G Rhyne Howard G Kelsey Mitchell UTIL Raven Johnson,,,
1508,5185988165,ledkdogg (66/99),0,184.5,F Angel Reese F Bridget Carleton F Jordan Horston G Rhyne Howard G Kelsey Mitchell UTIL Raven Johnson,,,
1508,5186026027,monarch11 (4/40),0,184.5,F Angel Reese F Dominique Malonga F Makayla Timpson G Allisha Gray G Sami Whitcomb UTIL A'ja Wilson,,,
1508,5186035845,FULHAMERICA_FC (11/18),0,184.5,F Alyssa Thomas F Awa Fam F Makayla Timpson G Jackie Young G Kahleah Copper UTIL Tyasha Harris,,,
1508,5186039167,bellsofwar3 (57/60),0,184.5,F A'ja Wilson F Emily Engstler F Stephanie Talbot G Kelsey Mitchell G DeWanna Bonner UTIL Valeriane Ayayi,,,
1508,5186050444,NATURALSHOOTER (8/27),0,184.5,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Jordin Canada G Tyasha Harris UTIL Monique Billings,,,
1508,5186057629,Thonaston (47/64),0,184.5,F A'ja Wilson F Angel Reese F Emily Engstler G Valeriane Ayayi G Jewell Loyd UTIL Tyasha Harris,,,
1508,5186074278,marcusaurelius25 (29/150),0,184.5,F A'ja Wilson F Angel Reese F Emily Engstler G Valeriane Ayayi G Jewell Loyd UTIL Tyasha Harris,,,
1508,5186078089,WriteHook (11/12),0,184.5,F Aliyah Boston F Angel Reese F Kierstan Bell G Jordin Canada G Allisha Gray UTIL Sophie Cunningham,,,
1531,5185434179,niquisition (11/71),0,184.25,F Alyssa Thomas F Aliyah Boston F Kierstan Bell G Sophie Cunningham G Raven Johnson UTIL A'ja Wilson,,,
1531,5185610748,smithcj16 (40/80),0,184.25,F A'ja Wilson F Jordan Horston F Frieda Buhner G Kelsey Mitchell G Carla Leite UTIL Flau'Jae Johnson,,,
1531,5185626796,westwood (12/23),0,184.25,F Aliyah Boston F Awa Fam F Noemie Brochant G Jordin Canada G Tyasha Harris UTIL Kelsey Mitchell,,,
1531,5185642396,jusnit (44/50),0,184.25,F A'ja Wilson F Alyssa Thomas F Bridget Carleton G Lexie Hull G Tyasha Harris UTIL Valeriane Ayayi,,,
1531,5185668836,504ant (13/24),0,184.25,F Alyssa Thomas F Angel Reese F Makayla Timpson G Chelsea Gray G Allisha Gray UTIL Tyasha Harris,,,
1531,5185677656,disturbedspooon (4/13),0,184.25,F Alyssa Thomas F Angel Reese F Makayla Timpson G Chelsea Gray G Allisha Gray UTIL Tyasha Harris,,,
1531,5185685842,soonerdallas (16/54),0,184.25,F A'ja Wilson F Alyssa Thomas F Bridget Carleton G Valeriane Ayayi G Lexie Hull UTIL Tyasha Harris,,,
1531,5185749300,jwclark311 (16/150),0,184.25,F Angel Reese F Dominique Malonga F Serah Williams G Jackie Young G Jordin Canada UTIL Raven Johnson,,,
1531,5185791562,whoisjohngalt420 (20/20),0,184.25,F Alyssa Thomas F Angel Reese F Makayla Timpson G Chelsea Gray G Allisha Gray UTIL Tyasha Harris,,,
1531,5185803273,LittleWonders (3/3),0,184.25,F Aliyah Boston F Emily Engstler F Myisha Hines-Allen G Jackie Young G Tyasha Harris UTIL Allisha Gray,,,
1531,5185880217,datyoungreezy (129/150),0,184.25,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Allisha Gray G Tyasha Harris UTIL Jewell Loyd,,,
1531,5185905916,passrush72 (17/22),0,184.25,F Aliyah Boston F Awa Fam F Noemie Brochant G Kelsey Mitchell G Tyasha Harris UTIL Jordin Canada,,,
1531,5185972750,sirjerkins (139/150),0,184.25,F A'ja Wilson F Emily Engstler F Naz Hillmon G Kelsey Mitchell G Lexie Hull UTIL Valeriane Ayayi,,,
1531,5185976246,blackdiamonds7 (100/150),0,184.25,F Angel Reese F Serah Williams F Damiris Dantas G Jackie Young G Kelsey Mitchell UTIL Rhyne Howard,,,
1531,5185976262,blackdiamonds7 (116/150),0,184.25,F Angel Reese F Makayla Timpson F Nyadiew Puoch G Jackie Young G Kelsey Mitchell UTIL Chelsea Gray,,,
1531,5185982072,seanpizo (10/10),0,184.25,F Angel Reese F Dominique Malonga F Makayla Timpson G Rhyne Howard G Kahleah Copper UTIL Tyasha Harris,,,
1531,5186013836,llllllllllllllllIll (52/150),0,184.25,F A'ja Wilson F Bridget Carleton F Frieda Buhner G Kelsey Mitchell G Jewell Loyd UTIL Emily Engstler,,,
1531,5186039143,bellsofwar3 (33/60),0,184.25,F A'ja Wilson F Alyssa Thomas F Bridget Carleton G Valeriane Ayayi G Tyasha Harris UTIL Lexie Hull,,,
1531,5186069373,peteyweb (18/20),0,184.25,F A'ja Wilson F Jordan Horston F Serah Williams G Rhyne Howard G Allisha Gray UTIL Kahleah Copper,,,
1550,5185434207,niquisition (39/71),0,184,F Aliyah Boston F Bridget Carleton F Serah Williams G Jackie Young G Rhyne Howard UTIL Tyasha Harris,,,
1550,5185434228,niquisition (60/71),0,184,F A'ja Wilson F NaLyssa Smith F Jordan Horston G Kahleah Copper G Chelsea Gray UTIL Tyasha Harris,,,
1550,5185532491,ruff_endz14 (142/150),0,184,F A'ja Wilson F Alyssa Thomas F Makayla Timpson G Jordin Canada G Valeriane Ayayi UTIL Lexie Hull,,,
1550,5185663452,milligolf (12/150),0,184,F A'ja Wilson F Angel Reese F Awa Fam G DeWanna Bonner G Tyasha Harris UTIL Raven Johnson,,,
1550,5185773170,Wanna_Square_Up1567 (38/150),0,184,F Angel Reese F Emily Engstler F Frieda Buhner G Jordin Canada G Jade Melbourne UTIL Jackie Young,,,
1550,5185801382,KdollHolla (10/10),0,184,F Alyssa Thomas F Dominique Malonga F NaLyssa Smith G Jordin Canada G Tyasha Harris UTIL Jewell Loyd,,,
1550,5185942183,AffirmativeAction (7/9),0,184,F Alyssa Thomas F Aliyah Boston F Stephanie Talbot G Jordin Canada G Tyasha Harris UTIL DeWanna Bonner,,,
1550,5185976086,seanpizo (2/10),0,184,F Aliyah Boston F Bridget Carleton F NaLyssa Smith G Kelsey Mitchell G Tyasha Harris UTIL Valeriane Ayayi,,,
1550,5185976573,wookiedreamteam (3/8),0,184,F A'ja Wilson F Alyssa Thomas F Angel Reese G Teja Oblak G Zia Cooke UTIL Madina Okot,,,
1550,5186013896,llllllllllllllllIll (112/150),0,184,F A'ja Wilson F Angel Reese F Awa Fam G DeWanna Bonner G Raven Johnson UTIL Tyasha Harris,,,
1550,5186036536,Mathis (26/150),0,184,F Aliyah Boston F Emily Engstler F Jordan Horston G Allisha Gray G Valeriane Ayayi UTIL Kelsey Mitchell,,,
1550,5186066744,Clapbk (21/24),0,184,F Alyssa Thomas F Dominique Malonga F Noemie Brochant G Kelsey Mitchell G Tyasha Harris UTIL DeWanna Bonner,,,
1550,5186075832,mortuculus (10/15),0,184,F Angel Reese F Dominique Malonga F Serah Williams G Jackie Young G Natisha Hiedeman UTIL Tyasha Harris,,,
1563,5185434175,niquisition (7/71),0,183.75,F Aliyah Boston F NaLyssa Smith F Jordan Horston G Jackie Young G Jordin Canada UTIL Raven Johnson,,,
1563,5185434219,niquisition (51/71),0,183.75,F Angel Reese F Naz Hillmon F Serah Williams G Kelsey Mitchell G Jade Melbourne UTIL A'ja Wilson,,,
1563,5185532453,ruff_endz14 (104/150),0,183.75,F Angel Reese F Emily Engstler F Frieda Buhner G Rhyne Howard G Tyasha Harris UTIL Aliyah Boston,,,
1563,5185559533,DrNickIsIn (7/10),0,183.75,F A'ja Wilson F Alyssa Thomas F Serah Williams G Chelsea Gray G DeWanna Bonner UTIL Tyasha Harris,,,
1563,5185610762,smithcj16 (54/80),0,183.75,F Alyssa Thomas F Emily Engstler F Serah Williams G Rhyne Howard G Kelsey Mitchell UTIL Valeriane Ayayi,,,
1563,5185663512,milligolf (72/150),0,183.75,F A'ja Wilson F Bridget Carleton F Monique Billings G Jackie Young G Tyasha Harris UTIL Raven Johnson,,,
1563,5185664648,dbaggot3 (28/52),0,183.75,F A'ja Wilson F Aliyah Boston F Angel Reese G Lexie Hull G Tyasha Harris UTIL Nyadiew Puoch,,,
1563,5185688621,Hey...HereWeGo1 (126/150),0,183.75,F Alyssa Thomas F Dominique Malonga F Emily Engstler G Rhyne Howard G Lexie Hull UTIL Tyasha Harris,,,
1563,5185749315,jwclark311 (31/150),0,183.75,F A'ja Wilson F Alyssa Thomas F Serah Williams G Chelsea Gray G DeWanna Bonner UTIL Tyasha Harris,,,
1563,5185749383,jwclark311 (99/150),0,183.75,F Alyssa Thomas F Aliyah Boston F Angel Reese G Sophie Cunningham G Tyasha Harris UTIL Raven Johnson,,,
1563,5185798183,Bellyball422 (18/20),0,183.75,F Alyssa Thomas F Dominique Malonga F Stephanie Talbot G Jackie Young G DeWanna Bonner UTIL Tyasha Harris,,,
1563,5185803737,chrispy2005 (5/20),0,183.75,F Alyssa Thomas F Angel Reese F Jordan Horston G Allisha Gray G Carla Leite UTIL Tyasha Harris,,,
1563,5185830079,kushman999 (2/14),0,183.75,F Angel Reese F Awa Fam F Stephanie Talbot G Kelsey Mitchell G Tyasha Harris UTIL Rhyne Howard,,,
1563,5185961339,mrclean913 (3/20),0,183.75,F A'ja Wilson F Angel Reese F Madina Okot G Chelsea Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1563,5185961342,mrclean913 (6/20),0,183.75,F A'ja Wilson F Emily Engstler F Frieda Buhner G Kahleah Copper G Sami Whitcomb UTIL Alyssa Thomas,,,
1563,5185972676,sirjerkins (65/150),0,183.75,F Alyssa Thomas F Emily Engstler F Frieda Buhner G Kahleah Copper G Sami Whitcomb UTIL A'ja Wilson,,,
1563,5185972686,sirjerkins (75/150),0,183.75,F A'ja Wilson F Naz Hillmon F Frieda Buhner G Flau'Jae Johnson G Valeriane Ayayi UTIL Kelsey Mitchell,,,
1563,5185976267,blackdiamonds7 (121/150),0,183.75,F Angel Reese F Nyadiew Puoch F Brianna Turner G Jackie Young G Kelsey Mitchell UTIL Chelsea Gray,,,
1563,5186007308,Johnny_Great (8/20),0,183.75,F A'ja Wilson F Aliyah Boston F Jordan Horston G DeWanna Bonner G Tyasha Harris UTIL Carla Leite,,,
1563,5186013914,llllllllllllllllIll (130/150),0,183.75,F Alyssa Thomas F Aliyah Boston F Angel Reese G Raven Johnson G Tyasha Harris UTIL Sophie Cunningham,,,
1563,5186035375,kyleboneski (5/10),0,183.75,F A'ja Wilson F Naz Hillmon F Jordan Horston G Rhyne Howard G Jordin Canada UTIL Jewell Loyd,,,
1563,5186036557,Mathis (47/150),0,183.75,F Alyssa Thomas F Aliyah Boston F Angel Reese G Raven Johnson G Tyasha Harris UTIL Sophie Cunningham,,,
1563,5186039164,bellsofwar3 (54/60),0,183.75,F A'ja Wilson F Alyssa Thomas F Stephanie Talbot G Flau'Jae Johnson G Tyasha Harris UTIL Valeriane Ayayi,,,
1563,5186050450,NATURALSHOOTER (14/27),0,183.75,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Jordin Canada G Raven Johnson UTIL Naz Hillmon,,,
1563,5186065227,SGT_Moe (63/150),0,183.75,F Alyssa Thomas F Angel Reese F Jordan Horston G Carla Leite G Tyasha Harris UTIL Allisha Gray,,,
1563,5186079987,Jaycee37 (7/8),0,183.75,F Alyssa Thomas F Angel Reese F Jordan Horston G Allisha Gray G Tyasha Harris UTIL Carla Leite,,,
1563,5186089487,Jaycee37 (8/8),0,183.75,F Alyssa Thomas F Angel Reese F Jordan Horston G Allisha Gray G Tyasha Harris UTIL Carla Leite,,,
1590,5185447758,DraftToWin839 (11/16),0,183.5,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Rhyne Howard G Tyasha Harris UTIL DeWanna Bonner,,,
1590,5185600920,wadusay (4/7),0,183.5,F A'ja Wilson F Frieda Buhner F Makayla Timpson G Jordin Canada G Carla Leite UTIL Rhyne Howard,,,
1590,5185664621,dbaggot3 (1/52),0,183.5,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5185664672,dbaggot3 (52/52),0,183.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Jackie Young G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5185667288,IgnorantIntellectual (2/6),0,183.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Valeriane Ayayi G Tyasha Harris UTIL Jackie Young,,,
1590,5185685184,mk18_18-BB (2/2),0,183.5,F Megan Gustafson F Emily Engstler F Madina Okot G Kelsey Mitchell G Kahleah Copper UTIL Allisha Gray,,,
1590,5185688553,Hey...HereWeGo1 (58/150),0,183.5,F Angel Reese F NaLyssa Smith F Ezi Magbegor G Rhyne Howard G Jordin Canada UTIL Tyasha Harris,,,
1590,5185697096,creepers1 (10/13),0,183.5,F Alyssa Thomas F Jordan Horston F Makayla Timpson G Kelsey Mitchell G Kahleah Copper UTIL Natisha Hiedeman,,,
1590,5185741171,Dmatrix74 (6/8),0,183.5,F Alyssa Thomas F Aliyah Boston F Angel Reese G Teja Oblak G Tyasha Harris UTIL Jade Melbourne,,,
1590,5185749406,jwclark311 (122/150),0,183.5,F A'ja Wilson F Dominique Malonga F Naz Hillmon G Jewell Loyd G Tyasha Harris UTIL Kahleah Copper,,,
1590,5185795518,Thonaston (34/64),0,183.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Jackie Young G Tyasha Harris UTIL Valeriane Ayayi,,,
1590,5185796136,ecglover8 (3/21),0,183.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Valeriane Ayayi G Tyasha Harris UTIL Jackie Young,,,
1590,5185822995,justspunk (20/20),0,183.5,F Megan Gustafson F Emily Engstler F Madina Okot G Kahleah Copper G Allisha Gray UTIL Kelsey Mitchell,,,
1590,5185848825,jasonrd917 (2/3),0,183.5,F Awa Fam F Naz Hillmon F Madina Okot G Rhyne Howard G Jordin Canada UTIL Kelsey Mitchell,,,
1590,5185961341,mrclean913 (5/20),0,183.5,F A'ja Wilson F Aliyah Boston F Serah Williams G Carla Leite G Sami Whitcomb UTIL Kelsey Mitchell,,,
1590,5185961354,mrclean913 (18/20),0,183.5,F A'ja Wilson F Alyssa Thomas F Stephanie Talbot G Lexie Hull G Tyasha Harris UTIL Kahleah Copper,,,
1590,5185976269,blackdiamonds7 (123/150),0,183.5,F Angel Reese F Emily Engstler F Serah Williams G Jackie Young G Kelsey Mitchell UTIL Lexie Hull,,,
1590,5185976294,blackdiamonds7 (148/150),0,183.5,F Angel Reese F Nyadiew Puoch F Stefanie Dolson G Jackie Young G Kelsey Mitchell UTIL Chelsea Gray,,,
1590,5185986772,ataribravo (51/150),0,183.5,F A'ja Wilson F Aliyah Boston F Serah Williams G Carla Leite G Sami Whitcomb UTIL Kelsey Mitchell,,,
1590,5185986794,ataribravo (73/150),0,183.5,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5185991824,Bsaun32 (51/150),0,183.5,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
1590,5186036515,Mathis (5/150),0,183.5,F Aliyah Boston F Dominique Malonga F Serah Williams G DeWanna Bonner G Tyasha Harris UTIL A'ja Wilson,,,
1590,5186036613,Mathis (103/150),0,183.5,F Alyssa Thomas F Aliyah Boston F NaLyssa Smith G Rhyne Howard G Sami Whitcomb UTIL Tyasha Harris,,,
1590,5186036614,Mathis (104/150),0,183.5,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Rhyne Howard G DeWanna Bonner UTIL Tyasha Harris,,,
1590,5186038494,Stree (8/26),0,183.5,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5186039145,bellsofwar3 (35/60),0,183.5,F A'ja Wilson F Aliyah Boston F Serah Williams G Kelsey Mitchell G Sami Whitcomb UTIL Carla Leite,,,
1590,5186039146,bellsofwar3 (36/60),0,183.5,F A'ja Wilson F Aliyah Boston F Serah Williams G Kelsey Mitchell G Carla Leite UTIL Sami Whitcomb,,,
1590,5186064662,seth1374 (52/145),0,183.5,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Jewell Loyd G Sami Whitcomb UTIL Jackie Young,,,
1590,5186072637,tebow45 (17/19),0,183.5,F Alyssa Thomas F Aliyah Boston F NaLyssa Smith G Rhyne Howard G Sami Whitcomb UTIL Tyasha Harris,,,
1590,5186073395,DipSlickT15 (1/2),0,183.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Jackie Young G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5186074271,marcusaurelius25 (22/150),0,183.5,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1590,5186080469,disturbedspooon (11/13),0,183.5,F Alyssa Thomas F Aliyah Boston F Angel Reese G Jade Melbourne G Teja Oblak UTIL Tyasha Harris,,,
1622,5185532432,ruff_endz14 (83/150),0,183.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1622,5185617919,sammie4895 (2/2),0,183.25,F Aliyah Boston F Angel Reese F Bridget Carleton G Kelsey Mitchell G Tyasha Harris UTIL Kyara Linskens,,,
1622,5185646363,Zakarielp34 (1/12),0,183.25,F Alyssa Thomas F NaLyssa Smith F Naz Hillmon G Chelsea Gray G Jordin Canada UTIL Tyasha Harris,,,
1622,5185663587,milligolf (147/150),0,183.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Allisha Gray G Valeriane Ayayi UTIL Tyasha Harris,,,
1622,5185878859,saltydog28,0,183.25,F Aliyah Boston F Emily Engstler F Frieda Buhner G Kahleah Copper G Tyasha Harris UTIL Alyssa Thomas,,,
1622,5185976184,blackdiamonds7 (38/150),0,183.25,F Awa Fam F Emily Engstler F Damiris Dantas G Jackie Young G Kelsey Mitchell UTIL Allisha Gray,,,
1622,5185976253,blackdiamonds7 (107/150),0,183.25,F Awa Fam F Emily Engstler F Amy Okonkwo G Jackie Young G Kelsey Mitchell UTIL Allisha Gray,,,
1622,5185988155,ledkdogg (56/99),0,183.25,F Angel Reese F Jordan Horston F Katie Lou Samuelson G Rhyne Howard G Kelsey Mitchell UTIL Allisha Gray,,,
1622,5185991922,Bsaun32 (149/150),0,183.25,F A'ja Wilson F Alyssa Thomas F Kierstan Bell G Allisha Gray G Sophie Cunningham UTIL Valeriane Ayayi,,,
1622,5186026037,monarch11 (14/40),0,183.25,F Aliyah Boston F Angel Reese F Makayla Timpson G Jordin Canada G Allisha Gray UTIL Raven Johnson,,,
1622,5186026046,monarch11 (23/40),0,183.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
1622,5186036517,Mathis (7/150),0,183.25,F Aliyah Boston F Angel Reese F Makayla Timpson G Jordin Canada G Allisha Gray UTIL Raven Johnson,,,
1622,5186050452,NATURALSHOOTER (16/27),0,183.25,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Jordin Canada G Sophie Cunningham UTIL Naz Hillmon,,,
